bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
IL;Hall in Tirol;1283;3179;4216;6271;9673;14069;22032;29669;34582;37212;38304;40659;41930;43801;45560;47178;52393;56354;64125;71915;77706;80468;81578;83723;84791;86507;88051;89224;92431;95960;103058;110638;114702;117130;118681;120798;122162;124377;126176;127813;130838;135263;142927;151470;155852;158872;161122;164105;166347;168656;171087;174100;177944;182759;191518;200423;205311;208741;211701;214321;217294;220095;222972;226185;230425;235076;244265;251996;256804;259810;262560;265028;267686;270452;273138;276015;279936;283217;290234;297858;302139;305588;309840;313272;316387;319752;323251;326517;330469;335919;343050;348211;353726;358339;361957;365664;369711;374149;378223;382134;387630;394671;404743;413061;419080;423942;428278;432679;436817;440251;443822;447241;451851;458142;466001;476434;482974;486796;488849;491595;494398;497218;500070;502334;507101;512014;520620;527845;532756;535760;537989;540736;544176;546163;548512;550990;554891;559424;568017;575765;581421;584871;587573;590407;593980;596951;600240;603745;607955;613610;623059;633079;637875;641123;643762;646862;649713;652362;655447;658368;662741;666833;675660;683100;687576;691846;694755;698245;701209;703675;706471;709244;713518;719352;728679;736367;741457;744839;747478;750765;753613;756501;759369;762647;767719;774028;784541;795228;801306;805391;808855;812422;815061;818560;822083;825055;831416;837419;846197;855473;861495;865609;868739;872254;876051;881422;886585;893274;901128;910563;925296;940109;950090;957715;964232;971416;978225;985889;990846;996770;1005709;1016087;1031904;1045916;1057122;1064808;1071422;1079338
IL;Hatting;524;524;940;940;1190;1461;1714;2544;2688;3413;3413;3743;3929;3935;4390;4395;4434;4899;5622;5971;6513;6665;6765;7236;7439;7640;7680;7948;7993;8055;9026;9284;9429;10112;10125;10755;10940;11057;11057;11474;11532;12178;12484;12695;13367;13570;13574;14009;14147;14147;14526;14686;14837;15304;15917;16399;17247;17400;17571;17747;18344;18917;19289;19703;19881;20176;20517;21086;21780;22014;22318;22623;23029;23325;23774;23998;24224;24578;25070;25524;26168;26579;26885;27275;27731;28132;28266;28655;29038;29299;29408;30196;30331;30762;31020;31325;31371;32197;32271;32271;32722;33273;33349;33685;34534;34721;34721;35338;35401;35938;36313;36557;36640;37288;37513;38360;38582;39265;39545;39859;40112;40452;40737;41023;41387;41696;42114;42458;42982;43357;43680;43978;44290;44647;45020;45226;45465;45720;45970;46344;46801;47025;47202;47617;48055;48479;48942;49335;49532;49769;50183;50522;51066;51408;51581;51989;52312;52659;52956;53253;53466;53669;54148;54766;55340;55704;55879;56241;56580;57074;57448;57728;58044;58327;58767;59200;59654;59895;60005;60434;60842;61332;61656;61974;62099;62438;62784;63077;63578;63910;64234;64592;64802;65269;65666;65983;66308;66646;66950;67275;67643;67815;68166;68507;68828;69247;69683;70000;70256;70547;70953;71273;71674;71903;72215;72512;72757;73188;73411;73744;74085;74522;74921;75234;75620;76036;76416;76736
IL;Inzing;985;1844;2452;2585;3298;4153;5357;7886;9309;10708;12122;13958;14876;15746;16082;16830;17439;18438;20171;22488;23758;24473;25147;26178;27046;28331;29274;29627;30312;31556;33070;34733;35610;36185;36512;37879;38613;39765;40093;40367;40827;41447;42397;43865;44780;45159;45310;46388;46922;48246;48664;48952;49346;50268;51588;52989;53681;54291;54740;55701;56541;58018;58631;58875;59287;60010;61277;62737;63583;64189;64902;65935;66365;67804;68378;68860;69359;70315;71745;73395;74351;75018;75569;76479;77298;78737;79571;80097;80912;81552;82743;84379;85847;86483;86964;87767;88497;89700;90364;90775;91298;92406;94030;95485;96511;97342;97646;98471;99447;100952;101613;102287;102797;103628;105193;106518;107328;107848;108558;109541;110321;111512;112291;112743;113332;114176;115569;117006;117876;118367;118815;119422;120158;121086;121810;122376;122846;123544;124804;125871;126746;127400;127847;128510;129212;130269;130974;131589;132264;132884;134130;135516;136630;137699;138395;139353;140288;141741;142375;142980;143606;144202;145330;146834;147584;148214;148598;149531;150454;151714;152809;153515;154522;155483;157022;158914;160164;160784;161113;162051;162829;164066;164647;165299;165865;166619;168108;169806;170983;171828;172436;173739;174572;175794;176757;177290;178258;179169;180765;182522;183782;184515;184891;185618;186341;187396;188177;188779;189438;190454;191710;193329;194661;195512;196221;197245;198283;199441;200378;201001;201903;202744;204406;206215;207540;208396;208932;209795
IL;Kematen in Tirol;1240;2746;3535;4386;5557;7202;9198;10606;12196;13102;13715;14885;16179;17468;18501;19164;20325;21497;23087;24086;25477;26313;26968;27962;29006;30422;31843;32617;33724;34798;36267;37469;38748;39582;40341;41503;42947;44276;45444;46355;47479;48998;50780;51713;53256;54394;55263;56447;57940;59349;60418;61483;62427;63838;65445;66421;67797;68800;69806;70744;71989;73457;74700;75489;76560;77745;79173;79917;81221;82455;83375;84408;85799;87102;88612;89512;90675;91837;93232;94183;95610;96758;97572;98690;99838;101166;102553;103526;104941;106381;107969;108790;110187;111455;112661;113887;115070;116688;118171;119167;120482;122071;123706;124371;125644;126978;128039;129315;130531;132139;133392;134357;135542;136909;138512;139204;140579;141880;142712;143896;145215;146480;147921;148686;149924;151437;153138;153781;155266;156446;157712;158859;160232;161375;162778;163755;164969;166380;168050;168801;170033;170959;171865;173291;174453;175872;177240;178145;179085;180123;181547;182113;183360;184458;185552;186910;188297;189841;191128;192168;193402;194411;195803;196513;197785;199000;200030;201208;202357;203649;204917;205892;206952;208307;209822;210426;211535;212718;213567;214716;215721;217230;218329;219249;220261;221394;222965;223442;224591;225767;226749;227752;228837;230508;231739;232758;234015;235145;236968;237480;238978;240328;241541;242888;244292;245839;247389;248528;249860;251316;253167;253809;255423;256905;258110;259485;260849;262335;263492;264663;265854;267231;269079;269583;271022;272249;273524;274875
IL;Kolsass;547;1085;1099;1669;2018;2980;3600;4850;5469;6184;6575;7470;7777;8482;9305;9315;9623;10358;11865;12552;13977;14352;14946;15121;16457;17310;18040;18040;18528;19666;21208;22515;23142;24776;24880;26124;27238;29128;29323;29972;30925;32017;33131;34504;36502;38380;38811;39673;40417;42736;43429;43745;44512;46033;47570;49495;51269;52153;52767;53513;54457;56020;57540;57949;58653;59252;60771;62693;64817;66565;67055;68116;70044;71769;73341;75882;80817;82157;84073;85833;87552;89132;90577;92472;94078;96229;97496;98740;100575;102102;103414;105549;106883;107961;108816;110178;111678;113604;114603;115540;117071;118732;120762;122824;124187;125248;126187;127478;128747;130238;131354;132140;133170;134458;136393;138106;140279;140894;141670;143019;144282;146332;147655;148538;150670;152155;153978;156168;157724;158563;159545;160955;162775;164839;166490;167320;168705;170121;171863;173946;175830;177026;178095;179769;181649;183618;184706;185656;186969;188486;190683;192725;194495;195825;196814;198695;200504;202437;203327;204113;205453;206819;209028;211412;213117;214327;214870;216717;218232;219684;220887;221285;222723;224156;226650;228875;230516;231629;232626;234492;236125;237562;238696;239911;241541;243149;246036;248750;250732;252203;253144;254960;256232;258536;259537;261036;262638;264523;267410;270665;272700;274334;275755;277421;278976;281444;282996;283927;285794;287993;290718;293412;295499;296900;298101;300138;302336;304849;306193;307576;309136;310965;313788;316986;319480;321540;323110;325421
IL;Kolsassberg;2522;4389;5218;6034;6265;9439;11152;14745;16654;16983;17782;18319;20333;23772;24133;24301;27292;28721;31824;34586;36201;37144;37156;39890;43184;44762;46260;46793;48064;50944;53020;56186;58867;59596;60585;62940;64936;67721;69226;70740;72572;74899;77471;81251;84045;85233;85280;87600;90236;93345;94719;96091;98324;100416;103692;107448;110241;111453;111977;113465;116289;120282;123025;124638;126483;128910;132325;136014;138738;140499;141266;143215;147005;150845;153988;156021;157967;160277;162608;166063;168707;170742;171137;173411;176449;180585;183192;185907;188396;190501;193702;196649;199342;201193;201457;204112;207641;212202;215595;217110;219414;222157;225600;229482;231977;233267;233618;236084;239344;243312;245643;247131;249182;251602;254381;258088;260608;261676;261763;264123;267080;271638;274349;275596;277622;280222;283971;288056;290554;291630;291708;294931;298595;302050;304648;305941;307556;310275;313523;317564;320565;321597;321851;324279;328104;332242;334519;336061;338719;341391;344631;348439;351105;352544;352966;355693;359697;363631;366684;367684;370149;372599;375686;379316;381905;383100;383559;386600;390294;393372;396365;397940;400195;402747;406232;410796;413693;415779;416094;419242;422852;427956;430627;432133;435206;438318;442204;446695;449656;451796;452283;455188;459360;464654;468194;469386;472625;476096;480903;486236;489489;492079;492405;494379;498260;503312;506205;507692;510255;513717;518582;523477;527482;530183;530869;534085;538017;543270;546199;547321;550493;553912;559590;565009;568476;570459;570980;574134
IL;Lans;2723;5985;8445;11183;13810;16748;20512;23064;25557;28401;32410;36995;40204;42878;45270;47601;50499;53542;57105;60725;63536;66845;69093;73656;76344;79240;82592;84959;87706;91072;94349;98345;100836;104136;107085;110628;113572;116266;118607;121242;124257;127234;130944;135194;138362;141051;144769;147391;150951;154679;157636;160719;163871;165327;168345;172825;176333;179432;182977;185759;189753;193660;196812;199958;203078;204820;206464;209118;213115;216007;220020;222840;226906;231137;234742;237648;240762;243736;246795;250797;254780;257883;261631;264185;268372;272499;276044;278904;282050;286047;290391;295426;299561;302815;307291;310590;313900;318372;321785;324776;329075;333260;337240;342027;346017;349120;353347;356861;360798;364852;367855;371177;374187;378517;382253;387013;390940;394358;398477;400775;405554;409389;412845;416669;420172;423725;427349;431643;435675;438919;443543;446460;451297;455144;459014;462368;465841;470671;477504;485016;492354;498836;506388;512071;519849;526946;533453;539996;546864;553973;560993;568890;575457;581447;588394;594066;601983;609400;616931;623707;630637;637539;644782;652703;659786;666181;672744;678117;685741;692067;698669;705014;711537;717934;724540;731589;738495;744895;751817;757310;764457;771560;778049;784354;790855;797422;804391;811770;818516;824732;832243;837745;844524;851699;858094;864132;869078;873851;878994;884649;889117;893161;897773;902590;910110;917370;924303;931672;938838;945928;953488;961556;968687;975845;982937;988618;995940;1003113;1010271;1016939;1024054;1030665;1038220;1045664;1052701;1059133;1065949;1071726
IL;Leutasch;105929;221488;285266;288688;298196;335058;396361;470173;520024;542087;543448;586970;691382;805389;866661;871372;882030;918695;982941;1057441;1100942;1122305;1125075;1171035;1270279;1384223;1446699;1448985;1467099;1500303;1562900;1640890;1688042;1712921;1716558;1762896;1861084;1972437;2032704;2036778;2050021;2086716;2138156;2227542;2272834;2291516;2295794;2336650;2429183;2542091;2594413;2600098;2614659;2646041;2699462;2785093;2829867;2848178;2852131;2889383;2992590;3101445;3159423;3164124;3180108;3207114;3258687;3336423;3377664;3397255;3401162;3438812;3532676;3632257;3686991;3692387;3701670;3731061;3778020;3843847;3881716;3901464;3905231;3942884;4028534;4120581;4158954;4164927;4176457;4205670;4256356;4323732;4364525;4382546;4387044;4428149;4511236;4614183;4657737;4660602;4676109;4703177;4757337;4824745;4862038;4883835;4887560;4933062;5014257;5109850;5147804;5153874;5165799;5193582;5242971;5307077;5344231;5364046;5367994;5409691;5491535;5583724;5619574;5623791;5634687;5659712;5712363;5785814;5824440;5841982;5846056;5883067;5965503;6045743;6086190;6091012;6099477;6131458;6179917;6249966;6289825;6310854;6315169;6351434;6435476;6526860;6560625;6565783;6578577;6606446;6655716;6728979;6767756;6786614;6791720;6835027;6918066;7013088;7054784;7057944;7074076;7098666;7150841;7226375;7265826;7286009;7291080;7336399;7412383;7497987;7539946;7546867;7555086;7585912;7631238;7703863;7741100;7761967;7766862;7807700;7882777;7974213;8009879;8016378;8031808;8069080;8119904;8190331;8228501;8247515;8254593;8291708;8365079;8459108;8501129;8504623;8523960;8549248;8602444;8676436;8716890;8739725;8746299;8778412;8852621;8939164;8978342;8987615;9000021;9035767;9092874;9166714;9208270;9232381;9239426;9275241;9354751;9443522;9484529;9490142;9511637;9545196;9607244;9684555;9730612;9757662;9764795;9802807
IL;Matrei am Brenner;1105;2545;4125;5680;8502;12030;16845;20791;25350;27077;27546;29817;31273;33054;34814;37141;39443;41780;44026;47364;50610;53901;54142;56410;58097;61179;63647;65818;69072;71517;74355;77542;81256;83971;84345;87133;88795;90713;92650;94718;98302;102105;104791;107578;110708;112815;113362;116143;117474;119882;121381;123916;126537;128717;131187;134116;136874;139532;139793;141678;144085;146493;148639;150601;152892;155263;157537;160372;163245;165019;165429;167572;168792;170847;172668;174843;176940;179698;182119;184767;188031;190136;190367;192386;193896;196370;198138;200003;202370;204882;207899;211166;215350;216937;217396;219994;221336;223628;225810;227355;229415;231094;234217;237261;240676;242522;242669;245150;246901;249137;250280;251800;253827;255991;259317;262413;266195;268527;268755;271208;272699;275195;276623;278380;281034;284530;288724;292452;296222;298303;298649;300979;302887;304615;306341;307871;310575;313130;316943;319952;323428;325305;325632;328084;330139;332500;333921;335190;337400;339936;343343;346191;349746;351753;351941;354011;355195;357846;359350;360246;362824;365047;368086;371058;374053;375802;376124;378389;379779;381635;382892;384258;386322;388210;390848;393822;396602;398226;398429;400470;401872;404017;405006;406072;408186;410707;413713;416679;419383;421165;421341;423207;424291;426369;428014;429223;431680;434664;438128;441898;445263;447649;448324;450846;452839;454650;456332;457771;460370;463021;466220;470057;473549;476478;476925;479741;481241;483317;484560;486103;488236;490336;492915;495475;498949;501470;502120;504557
IL;Mieders;7607;16901;24675;31119;32253;36757;43943;52007;57451;60302;62994;70169;79528;91211;100164;107631;109757;113053;120702;128455;133777;137762;140465;146958;154053;166357;177311;180809;183306;187944;195375;204639;210094;213252;215860;223423;233116;245415;256866;264646;266440;271019;279007;288538;294131;299610;302658;311081;319496;331841;340166;347231;349033;353796;361467;371600;376231;380372;382880;388609;397968;409687;420773;424333;428552;432651;441536;452234;456754;459993;462222;467723;477057;488431;496660;503638;505851;510278;517846;527299;531999;535392;537904;544248;552549;563893;571125;577871;580679;585094;592910;601942;606416;609137;611505;617810;626156;637576;649341;652238;655717;659038;667200;676059;681038;684760;686751;693478;701858;712034;716509;721821;723357;727016;733611;740151;743526;746330;748023;753730;760453;769529;775305;779270;780906;783531;789265;796305;799672;802683;804740;809195;815456;822677;828789;832663;833228;836307;841167;847500;851343;855359;857424;862177;868467;877834;883185;887954;889523;892539;898418;905486;908415;911568;914289;919298;925541;935138;942272;944191;946186;948338;953036;959099;962169;966333;969100;974285;979841;987935;995203;999565;1001116;1004829;1010600;1017748;1021198;1024199;1027001;1033754;1040060;1049570;1055608;1059467;1061993;1065102;1070932;1078658;1082417;1084994;1088908;1094997;1100655;1110008;1118350;1120655;1123688;1126863;1133046;1139647;1143211;1146982;1149903;1155445;1161803;1171044;1176756;1182348;1184203;1188221;1195470;1203307;1207300;1211736;1215244;1220107;1227387;1237071;1244643;1247564;1250053;1253124;1260456;1268081;1272555;1275374;1278425;1283563
IL;Mils;3036;6052;9515;12098;15412;18781;22342;25966;30430;34983;38977;40619;45554;48982;52956;56422;60489;65080;69534;72788;76840;81248;84006;86005;88889;91578;94854;98069;101274;102849;108447;111102;115292;119399;122100;124467;126703;129091;131552;133632;136129;138818;141395;143870;147070;149846;152082;154161;156393;159112;161806;164025;166124;168227;170649;173168;175483;177820;179605;181757;183504;185561;187383;189423;191233;193150;195185;198274;200664;203249;205115;207025;208897;211130;213485;215346;217502;219494;221795;224651;226812;228786;230565;232547;234494;236732;238537;240071;242120;243594;245949;248663;251189;253413;255322;257343;259646;261981;264328;266278;268575;270876;273276;275871;278628;280989;283267;285165;287182;289011;290887;292882;294919;297239;299923;302357;304341;306745;308415;310415;312361;314400;315745;317352;319812;322572;325529;327659;330182;331935;333589;334159;335850;337531;339429;340879;342895;345072;347708;350827;353269;354854;356477;358384;360032;361802;363328;364903;366808;368687;371382;373775;376291;378164;379991;382000;383726;385520;387206;389113;391023;393024;395115;397869;400220;402106;403873;406313;407960;409497;411075;412275;414206;415880;418156;421033;423178;425040;426333;428808;430340;431880;433162;434296;436065;438470;441112;443637;445922;448473;450164;452418;454021;455570;456862;458250;460199;461736;463424;465806;468120;470233;472071;474524;476575;478773;480599;482359;484644;486688;490116;493154;495824;498052;500050;502637;504600;506791;508818;510513;512762;515393;518189;520795;523808;526438;528296;530556
